Frequency (Hz),Level (dB)
43.066406,-41.099319
86.132812,-42.424259
129.199219,-41.093155
172.265625,-39.066319
215.332031,-40.134144
258.398438,-38.290314
301.464844,-23.750839
344.53125,-21.990923
387.597656,-32.862919
430.664062,-49.489738
473.730469,-52.285908
516.796875,-57.292606
559.863281,-57.101318
602.929688,-40.101414
645.996094,-30.270155
689.0625,-32.788559
732.128906,-49.31741
775.195312,-52.96294
818.261719,-55.166859
861.328125,-57.567074
904.394531,-57.561028
947.460938,-37.078545
990.527344,-31.985191
1033.59375,-38.814728
1076.660156,-57.435173
1119.726562,-61.132786
1162.792969,-60.049088
1205.859375,-56.452431
1248.925781,-57.157101
1291.992188,-48.637302
1335.058594,-47.615231
1378.125,-56.344334
1421.191406,-59.578262
1464.257812,-61.35931
1507.324219,-60.30584
1550.390625,-61.930958
1593.457031,-52.424007
1636.523438,-44.279423
1679.589844,-47.344402
1722.65625,-60.798111
1765.722656,-62.006451
1808.789062,-61.716549
1851.855469,-62.761189
1894.921875,-63.671314
1937.988281,-46.667446
1981.054688,-42.224018
2024.121094,-49.557514
2067.1875,-66.25219
2110.253906,-65.588951
2153.320312,-66.405869
2196.386719,-66.035759
2239.453125,-65.12458
2282.519531,-57.329479
2325.585938,-57.01226
2368.652344,-64.634018
2411.71875,-65.744064
2454.785156,-65.64463
2497.851562,-66.562698
2540.917969,-66.438034
2583.984375,-66.572144
2627.050781,-65.327171
2670.117188,-66.936272
2713.183594,-67.119377
2756.25,-67.289635
2799.316406,-67.964897
2842.382812,-66.518318
2885.449219,-66.291039
2928.515625,-57.821869
2971.582031,-53.674522
3014.648438,-60.531746
3057.714844,-67.64817
3100.78125,-68.027618
3143.847656,-68.525604
3186.914062,-68.315491
3229.980469,-64.291817
3273.046875,-51.938221
3316.113281,-51.564884
3359.179688,-63.432442
3402.246094,-69.811554
3445.3125,-70.713394
3488.378906,-70.593872
3531.445312,-69.663559
3574.511719,-57.762634
3617.578125,-49.495914
3660.644531,-53.102367
3703.710938,-69.660583
3746.777344,-70.89135
3789.84375,-71.306679
3832.910156,-70.524086
3875.976562,-69.871597
3919.042969,-69.45546
3962.109375,-68.006493
4005.175781,-68.137001
4048.242188,-68.655396
4091.308594,-69.127197
4134.375,-69.964478
4177.441406,-69.809509
4220.507812,-68.641785
4263.574219,-58.051579
4306.640625,-57.621799
4349.707031,-67.683372
4392.773438,-71.500038
4435.839844,-71.061783
4478.90625,-71.342125
4521.972656,-69.927658
4565.039062,-61.597172
4608.105469,-52.756733
4651.171875,-55.920647
4694.238281,-71.156586
4737.304688,-69.975288
4780.371094,-68.85144
4823.4375,-69.258171
4866.503906,-69.054695
4909.570312,-65.116554
4952.636719,-61.899227
4995.703125,-67.223793
5038.769531,-71.357384
5081.835938,-71.052284
5124.902344,-70.978203
5167.96875,-70.719269
5211.035156,-71.61515
5254.101562,-67.426018
5297.167969,-66.34391
5340.234375,-70.61515
5383.300781,-70.726158
5426.367188,-71.858543
5469.433594,-72.550949
5512.5,-73.082481
5555.566406,-70.795242
5598.632812,-64.214066
5641.699219,-65.94809
5684.765625,-72.334404
5727.832031,-72.455276
5770.898438,-72.721771
5813.964844,-72.004829
5857.03125,-71.269882
5900.097656,-60.042473
5943.164062,-53.460487
5986.230469,-58.613338
6029.296875,-72.321037
6072.363281,-71.804802
6115.429688,-72.896996
6158.496094,-71.872971
6201.5625,-72.149094
6244.628906,-59.71447
6287.695312,-56.34193
6330.761719,-64.625473
6373.828125,-73.506569
6416.894531,-73.062996
6459.960938,-73.313751
6503.027344,-73.109238
6546.09375,-73.213837
6589.160156,-68.660095
6632.226562,-68.85862
6675.292969,-73.512718
6718.359375,-74.129791
6761.425781,-74.497528
6804.492188,-74.787727
6847.558594,-74.328453
6890.625,-66.523911
6933.691406,-57.703739
6976.757812,-60.547657
7019.824219,-73.342041
