data
323
322
322
321
320
321
323
326
328
329
330
332
333
334
332
330
329
328
326
326
325
324
324
323
322
322
321
321
323
325
327
329
331
332
332
334
333
331
330
328
327
326
325
324
323
323
322
322
321
321
322
324
327
329
330
332
333
334
335
335
335
337
338
339
338
336
335
334
332
331
330
329
329
331
333
337
472
775
871
912
936
944
947
949
950
949
947
946
944
944
946
946
944
942
942
941
896
455
362
338
323
317
313
311
309
308
306
305
305
304
304
303
303
302
302
302
302
301
302
302
303
303
303
303
303
303
304
303
303
303
302
301
302
304
303
357
875
945
956
961
962
963
962
961
961
960
960
958
958
957
956
956
954
954
953
952
952
951
951
952
950
951
951
951
952
951
951
951
951
950
950
947
947
947
946
945
945
945
944
943
945
945
947
948
948
949
947
948
948
947
947
946
947
947
945
944
944
945
944
945
920
527
363
337
323
316
313
310
309
308
307
306
305
305
305
304
304
304
304
303
303
303
302
303
302
302
302
301
301
301
301
301
301
302
302
302
302
302
302
301
300
299
299
300
613
901
910
927
938
946
950
951
950
950
949
949
950
948
946
943
942
940
939
939
940
939
941
940
940
937
939
939
939
940
940
941
939
940
939
939
938
937
936
936
936
934
934
934
934
935
935
935
934
932
932
934
937
936
808
396
342
327
318
314
312
311
309
308
307
307
306
305
305
304
304
304
304
303
304
304
303
304
303
303
304
303
303
303
303
303
302
303
302
303
305
312
752
863
909
927
935
937
937
937
938
939
938
940
939
940
939
938
938
938
939
937
937
936
937
936
937
937
937
937
938
940
938
938
938
937
937
936
929
812
419
343
323
315
311
309
307
306
305
304
304
304
303
303
303
303
303
303
303
302
301
302
302
301
301
301
301
300
300
300
300
300
300
299
299
300
299
299
300
346
852
903
915
922
927
930
931
929
929
929
929
931
930
932
932
932
930
931
931
929
929
930
930
930
930
929
929
930
930
930
930
930
929
929
929
929
930
930
932
933
935
938
937
935
928
924
919
852
422
353
337
328
320
314
310
308
307
306
306
306
306
305
305
303
285
261
289
284
234
220
214
211
210
214
234
242
244
243
242
242
241
240
240
240
239
240
241
243
243
243
242
237
242
248
253
256
258
258
258
258
257
254
250
245
241
238
235
