0,320.86
0.31,292
0.67,260.16
0.9,254.15
1.25,257.28
1.57,225.21
2.16,208.39
2.53,169.17
2.83,154.45
3.28,140.01
3.72,122.55
4.22,51.11
4.51,49.43
4.77,46.58
5,40.1
